url,created_at,content,comment_count,hahas,likes,sads,loves,cares,wows,angries,share_count
https://www.facebook.com/xalo.zodiac/posts/pfbid02uzsc553XhoXxCG6ub6ty3z7NtWoYGRuB6uCD4Wzxec7x2LndXi9DnxKtiBRjT1mWl?__cft__[0]=AZXfxLGaHs4qXJ-eVuvJYnBsK3sKsB8GGSDbNNcKj3U9QyVURwq_dzyIe-POdbJz-gauM75ZQ-nGv4Oq12lad2HX6IeZU1o4AQ2A54eRfzpKpOu_fLiOFil9EDohFBIcoQ_Z_dYt2b_Pnmup8IUmzsw3hxw5B8yHMV-nW2LN7sJLRMu5Qa7ob8YsXBb_HTI4M761DgpsOJZDLW58Nwc0O1gA&__tn__=%2CO%2CP-R,1699452886,"Mê người ta mãi thoai ý
#baobinh
#zodiac
-----
Men",1004,4206,2853,228,214,34,33,1,277
https://www.facebook.com/xalo.zodiac/posts/pfbid0trN9QsJwm3uMrZqtP955aCoKmtmyv6a9iofZU49TAH4TARe6YREd6gwqzN75UfBTl?__cft__[0]=AZXnRReTb61AA6w4YH28DygzYVS86jX8BKv97_9nYtfzDHF-SlFQ1PoJtwrYmf4Wb6CpIoYRMSaQiwI4gh1-9nuMQ17ra91fTLrX3olC12ZZuKJ6pnauROlI7b2iwQjIzd0seEP9bLri1zekAVETlcB-yoKzcdSknXAF_JBkiHoUxjLUCSFt8U5ouixAE4YdGR9DXc06lNLGTynIjtahKwTh&__tn__=%2CO%2CP-R,1699435956,"Tụi Bạch Dương, Sư Tử, Bọ Cạp khi lỡ simp người ta quá tr rồi:
#trasuaolong",3038,7767,5493,1797,259,45,32,1,950
https://www.facebook.com/xalo.zodiac/posts/pfbid02uJFGESeGWcdy4aY1gVeoj74TDj4vLWGkDviE8yxP1v8BruQWVLKMKYN3zqdc1Xh2l?__cft__[0]=AZUh-bPQf-LXWvQoOjOBdH5o_LLVZur_nu-Tk4sPq-VGOs1CvqpbUXp6v5GJzPIokyrTw04BXzZIP66yqnMlfnlKA2Rb6jAFQUVBRQNxm6Pgsoz9QR_XGZKsP2hmLAjg2Fs7g9t2WIHneP1ym-lWw18Cq5_AesUxtxTcL4jfAQwQKtTOOTT1-snFEQ1aMQL_PJvwkeUUCI4-jT22j_vlXAW7&__tn__=%2CO%2CP-R,1699373578,Thả zào đây tấm ảnh làm 12 cung hạnh phúc,1196,796,2787,18,371,20,3,0,50
https://www.facebook.com/xalo.zodiac/posts/pfbid02zgUj7752ZQqtE215RPoqGLN4i1drcnfwmi3YSeVr1peM2b7uTahh5Rrma3ctKxy8l?__cft__[0]=AZXtiEjvTPcchxUsYBPPje7xoYw-4CStzdEBJsZAHEWKdfvO7qgaXWcqcuipEFDLapJ4yXHSklhnNl30GDXaC7dlxCIZ_jWECTGHGE_1VETCJ3DI87XFb_jIV2rxaMnE1UNB-x7YqWLiEsawc-w_P0sr-v19fyiovfUIaBdDxXZ50LsmGbZROgBgpppk8edzgFoOU9d_BO4gMkmYwSFIuVPK&__tn__=%2CO%2CP-R,1699358215,"Đổi địa điểm chạy deadline thoai mà 
#thienbinh
#kimnguu
#zodiac
-----
Feibuxita",756,4087,2556,145,170,25,9,0,130
https://www.facebook.com/xalo.zodiac/posts/pfbid05Njzp34bgqfk6fiWzr2FPuWP15qdNaS5y4e8BGssaV61D7AG93V3LdM8Lu9eubNTl?__cft__[0]=AZUfJ-4wbsT2cBkh6MZvQx6Fx3SpXy_hPGTR3ezUlsxLzNqgX46S4x0z_MTIB-5GrP-Hud4AonbcusR6Pm4w2DbuhwJadjvWvCXOJlaAjtwNOTjmLZ7No8vkgaZSXSrlXmYteHaB6p2qHGrdcBHwnc_JtkUcIaSiYmTfuP7Ok8GsLNla8JzTjAWW3AV2qM9uTUGQiSH72TeBXViTeMppYJ5X&__tn__=%2CO%2CP-R,1699333896,"Ma Kết: chiến thần dẹp loạn 
. Cái nết ít nói mà nói câu nào câu nấy đau thấu xương.",325,3431,1613,577,18,6,4,2,67
https://www.facebook.com/xalo.zodiac/posts/pfbid0ccD6XDa8srETiEEbosgc7Bzy2n52AyXdGpdR3WYqEx47E82FT6sWweNCBBUeNaKNl?__cft__[0]=AZXZuq9XshojzZlhj7Z1WIz5BJymLctd2qzWJsmnQf5YUdMZzdPc5FOyJd2RuOfXtaz-8aQOvNrU8BCMrBBjM4-BvwksTqzmWYRZQwvZJ0zssz2bNUeb0sB5Y-INFEzs4tHIkXGCZSVkFfyyio5MEIEDjnK6voD3xqaWqHyCLTM0Dks2Xrsfp_TRtrI9u_ZeUoLI7WLY0LmcG85IlaXEVugl&__tn__=%2CO%2CP-R,1699278690,"Thả đoạn chat siêu soft đến từ 12 cung hoàng đạo :)))
#trasuaolong",4627,3859,7536,199,274,38,15,0,464
https://www.facebook.com/xalo.zodiac/posts/pfbid02F2Dx1r2kTSrGRwraTfHRTT9keg3XLPpcfGnSyHkBoJ98TQd9ZcTGjqMRYNxQJTcgl?__cft__[0]=AZVgNruY4OOJlUT3059-gsvht30tRl-M_xIUYiSfA_JXNMKHeOjM4nsiiqlWLfBcqll4PKjcNYDzsQZfn5EvmI6DneiFCnfiEAM2Qceg1XdgcHvb0vSRM9ru1jpfsMRmjRkjJtEs1l3xD_gYk0immVcILnTF7VI77OMWq10bs-2_DhZgkYKZSX-GBbs7v2Z1v20M0IAIBGN7J638IyqhfxwZ&__tn__=%2CO%2CP-R,1699240316,"Mê cái cách Thiên Bình giải thích tại sao tụi nó mau chán 
#trasuaolong",2301,6540,5041,1987,184,32,25,1,403
https://www.facebook.com/xalo.zodiac/posts/pfbid0rn1sZXbJhUkqvEj7U3WSSNnzf8NJfb75SCeBTiGiyMLaHtxNw4vqz9K7raYmq5ihl?__cft__[0]=AZVPIwyhLp4wIud15aP4fGRe_P3wCjuM6n0cxjpD1qDseDaEJYAUdNvljlkXZLENP3IccrqWTmq16lhUhsHQ3lJrRBaxMkTz8kcWOsqFiU5gOJU2Ziouj4ooZyXR5V00gsTcL33xt9eCAA9yAROkCcSR0wlSG70FIZV7-Khg3LTLsUc83SkV7iM14qdawNUEV5VLgc5o_V7c9Dkrtl-BVfBJ&__tn__=%2CO%2CP-R,1699202412,"Thông điệp tuần mới cho 12 cung hoàng đạo 
-----
Nếu bạn có nhu cầu xem Tarot và Bản đồ sao hãy inbox trực tiếp cho Xa Lộ Tarot nha ^^
#tarot
#zodiac
#xalozodiac",464,49,9841,82,5993,145,7,1,2586
https://www.facebook.com/xalo.zodiac/posts/pfbid033Wcz2UoC4Ru2jYH5wNnhRrembSXrs1LbeLaQU4USEZQ3bWS9UjnYAQt14uzkHgEkl?__cft__[0]=AZWR18aqXu0KFv0CfUZFVAauVcczPcQkTR59bZ4q0dcIw1a82NkIZNEfJ9qFOowg3WPc4HcW3mazMUXp6oN8JaHtnMfXHYnjnvIYRfew7oTmlIPgjoUIWfyCfqxOFeYgYtcxAeRySWJ1zMJ_-HkmHLYdrfD72qNoYvvymKddReXNQIM1C8VlCLe9NZ9hJEgFH43ki8QphjRBfVwx_GtlnXqE&__tn__=%2CO%2CP-R,1699189556,Thiên Bình và Xử Nữ này đẻ cách nhau có 20 ngày thôi nhưng mà nó lạ lắm ,1227,6452,2953,1496,32,13,6,1,183
https://www.facebook.com/xalo.zodiac/posts/pfbid09zCPs8mZRhLNEQp1WFKY2o1wbvGDvHvydrDz3uDBv8dCu96PVkjfnk88vwZybe7Ml?__cft__[0]=AZXuYC1uaMIuyiYg476IJimOFuaVQct6zVrXGtSos2dSXAgMA6jj_N6hwWb_r2ycDIo7zxL7Hl4Ku4TE-FVybF3kmJFBoCYV_uFoOy3qfuUlGoUuCEIGDKLESQShbeS-4He-yJwBUQqvAJr_H33jH2ZqVzG5W_A4rUyI8E4puTm52Sh5Dif8zIgHWAI69ycpwBIlRd1W8VUoIdWEwSOCeNbq&__tn__=%2CO%2CP-R,1699185331,"Nếu 12 cung hoàng đạo rơi vào bế tắc 
#zodiac
#xalozodiac
-----
Dopamyne",656,594,3991,1240,1422,43,16,1,154
https://www.facebook.com/xalo.zodiac/posts/pfbid02cuaCMTKEtxaefX6jqX1VsXsHDdubM9CkX5NTuZLhYosEpXiZb4dNhSZsd4NK7vPQl?__cft__[0]=AZU4tpsaqc4lLNdZXVznoqG3N3CSRWxQWphaoMZVwN-svRLFtEgiqXgAY6N9UbS0W_XKyYifFE21IRDS82jlmG1rqQaO2EZU2pvl1e_HaoIIjFF24gpknYij6NEN4h51tx-ll7ugzVfpM4SzeNG48jMdxg9M6YC_hOGx4JfCT_zw9SUoef1EvXACVs6YtcjYrliQsti7y76Zd0sr9T5edhAs&__tn__=%2CO%2CP-R,1699159801,"Nếu Song Ngư, Ma Kết, Kim Ngưu rep tin nhắn siu nhanh thì chúc mừng mấy ông bà nha ^^
#trasuaolong",2156,4796,5111,339,680,77,53,0,367
https://www.facebook.com/xalo.zodiac/posts/pfbid0rGkJyDKhtjdZTK2VCNWYYZvhZ4yNFQEfzKmzjtw2cRMCszALb95HkSodReAGzXx8l?__cft__[0]=AZVQ_kIh07Rj9aVI7wpXvDEDg_Zri91uoFDZuCda3fzyPRX7nytOTEp8rQtH4ciyCSwvuaj9DjYfy3cprxFaFUmlugU9-oHFzhIbZ_Qm7YKsdW5XMZn8CXLeRMp78zjzYpbudDANQ2_NMej63hjMKIUtrmHJzOlZzgBM3lhb2o02uEOfQE6jQ4dYjZ2qzzClcmuqrL2MZDB_2WKHJ9XgW5D9&__tn__=%2CO%2CP-R,1699115851,"Nhân Mã, Song Tử, Thiên Bình, Bạch Dương “thật sự” thích bạn, sẽ không có chuyện mập mờ với bạn :)))))
#trasuaolong",3159,6393,9880,709,1462,92,102,3,636
https://www.facebook.com/xalo.zodiac/posts/pfbid07ra6XiQgWftXasi1dYXSgyhQ3yU5Xoz8RnfXiVng112WcsazCYUa34SJms6CBWWcl?__cft__[0]=AZVxIvtYWNMc-IL6yDiLPgT5Ox9XfrPIse2KZzMi0E95bPcyheQj1SgjzPgrOLVpDdMLqIYakW5JDuVljOcji44s0ZFn1sAKA0zQCn6R6x55OjQBDCab-Lpk0fGLoPamvAtNrDk2jxjYH4OqNZjDaSh_zR1b-l46mqGgSzWzCDZ6Yz9NTyrgwFKlWDGT7wExImbl0gQpUlnr_Ky1hMB6EvpG&__tn__=%2CO%2CP-R,1699115283,"Người càng giỏi cho lời khuyên càng dễ mù quáng khi iuuu, cụ thể là Kim Ngưu, Xử Nữ, Song Ngư, Bọ Cạp
#trasuaolong",3210,2967,5916,4870,168,32,34,8,460
https://www.facebook.com/xalo.zodiac/posts/pfbid02azHfGwEttGr3Y8tjwiqECsYHEcYFxtkedFfsGzr59dwPbcRYGURVhnVs3UHYoesal?__cft__[0]=AZV-2viiUOuPGvyQnsRgPaU0ii0oufmHb7xK5xJ4NOwKgJMEK4E-VDgrTzWyzORPBG_tXQE0Dp9YjjVYmOs7i9AojxOgSBHH70goNQ2NNMHxJxeJYnFkgbz-Gywwq4vYz0vFk55ar03GvPQ608W7d-8R0Du9yUkPWhBNlILVY1KXJDodV1P-B70oHwLL3_he_kX8WV9j1CaE2bE0IT14bR9j&__tn__=%2CO%2CP-R,1699111016,"Hong làm cái gì mà tới nơi tới chốn được =))
#baobinh
#zodiac
-----
Mèo con",552,2898,1977,1048,40,10,9,0,253
https://www.facebook.com/xalo.zodiac/posts/pfbid0JTruFYavwupLcsSkTGq8ELBtcaWgyMwQekDVUe8MbJxsPRuAV6NPqHsmFrdEqJpJl?__cft__[0]=AZXkRo9RlnNAe5dCt8U9k94_o65SATIj_ibYyCNO3umqkYklUDVcNg_pFLmLcL_iRHa9XLsaRXVi_j8ObMbcb5sZ1QUuIloxx0iF6B9k7EkiGYjuut1YO6qkSFu8dpx6h7H6NLTxy4vFbZvEBGCWxFqnqQuyvkyDEZ23ZzWPRAMA8xd9uU2dOZEPu1IS60S9DxaITLHCKNjG8PBUNDim9o2J&__tn__=%2CO%2CP-R,1699100009,"Cọc gì đâu ákk
#bachduong
#zodiac
-----
Mèo con",529,2373,1815,582,41,9,5,1,87
https://www.facebook.com/xalo.zodiac/posts/pfbid0ZG2utserEaxa4wGaXb1qxqSETvLhoo521bWtWUjL32AQ6eiqvD1TTLs2yXnQBTHZl?__cft__[0]=AZWiBj3NJi5y0u_6iBXVG7isl7yxl3GKqzg8zgWw0cFIR1t9QFjdvEq2zNU3lL1jzjnmX_7Z2b6-HL2vbFvlq6K4OVTD6vA20Qyrivsvg1l1xtKV1qzayqZwcCruvrGH6EvQ6EL7aFkOSZkcAGVrSi77HM-V3lKQkRAA5HIXYQgzCB8NPzMqu2quu1HAlCYKv2didzL9h9wvt9cQFU71le6e&__tn__=%2CO%2CP-R,1699071347,"Khi anh ấy là người thứ 5 nói với bạn anh ấy cung Thiên Bình 
#trasuaolong",1575,3022,4296,1796,50,14,14,7,182
https://www.facebook.com/xalo.zodiac/posts/pfbid07VvwBQmH3sM1UwcTAae61w4aRDwfMh3MonzoULA2pL5FL3UmTXKFuJiJYg5eKLaZl?__cft__[0]=AZWuUieByIXcBeQpkTamKGHU9po-xouGlAqhNlAwIGPo6wXv62Z62h4MmyJ9ptZwdYKIAiPPCL93LwGTD6SJxt_SRap01QiRqLRVSNfQs4TeOpRM13_UTuMg7YOy58HlurUByToYFysHHQ7pxUOSNhgdBZim9b_PhPZy5pHrFLLZerikeMEXneDf8em3ghvreyZ2wlotPFTLR-KrKKK3yPI4&__tn__=%2CO%2CP-R,1699019271,"Thật khó để yên tâm tiếp tục mối quan hệ này nếu tôi không biết được giờ sinh của anh ấy 
#trasuaolong",1983,6315,5409,2183,108,21,11,1,491
https://www.facebook.com/xalo.zodiac/posts/pfbid0dYABdLQoVRAkkjYyVYpQFBbWemTodSgSZZ1DP7uif1EUMxLQwWADUuNvsFMBv3Hhl?__cft__[0]=AZUQQZJm4VMYK1jbDLk0Oh0dcQIbG5AgcElSas4770RhVj5oZ6PU0cAH7rw_HsBtw8Yysys_sVMXuRdKUC-alI5I6J1Pkr_oKxBeG7BB7xts9gJDd3iP2ncYKPS_JLkvQS3qTQqaU7rqI5GPNyuu-5rICHewJsrMQTzNg5jZXtHAcb5sj8dcXWDDAEN3DPMiYEGMleMYSZu1KQbps03bwJTX&__tn__=%2CO%2CP-R,1698991187,"Mấy bạn biết sự đáng sợ của 1 Bọ Cạp nằm ở đâu không? Đó là tư duy lớn.
Em họ của bạn tui - Bọ Cạp, bị anh em trong nhà bắt nạt, nó không đáp trả, than vãn gì cả, nhưng nó set avatar Fb là ảnh Uchiha Itachi ",1319,7542,5135,2182,130,15,22,2,320
https://www.facebook.com/xalo.zodiac/posts/pfbid0nAESvayvLS4Sa4Vm8vbq7uAdy56ptLDqMxCeXS5LUnzfgF2ocyARXHJCSiiad1jHl?__cft__[0]=AZVO4Oa67aM2BtYv7TEPGMk8UcoNxrJDYc1xaAmKh3VfUSx3-Wo88GxD2ixQGafl0Qec7lVv873WhIzWkpWW4DbgvZme1rRXUHOWy9_NR7i7Yfdzmdk1bii033bPzoalAdkqXNozwFD0mcehzrZsiCfdmPGSppCQMNytC4-FBhJpGDwq4qvvaWWyuy8nVCYitT3sMZnKvf08AVn6cUqWtrpH&__tn__=%2CO%2CP-R,1698935923,"Cách dỗ con nít của các cung hoàng đạo
#zodiac
#xalozodiac
-----
Mèo con",929,7005,3144,257,99,21,10,0,145
https://www.facebook.com/xalo.zodiac/posts/pfbid02HBVG6JiFJ6851nWJuEUK3agwZxT59NY1fvtZPxLRUYKfjgda3fRHeiAH3Fke9MRdl?__cft__[0]=AZX2I41Rsw_NwD0UGzKGsz4qURZ5N7CR__1D1z-pALx8GHBsXJoXQ5SIN74B2wNiExy5XCZz1Ee3FPWjeLubQnuxVJekN-xla1mqB8ro_7lEVSvXrfYfK2VDaIJ-AFw134zuw8W-s9FgSoyqEuxuIDxGiJB_AwSCaxj7sQp_tvpQ1k4Kej_aQd1Eidc0dM8PQGe00-Kk0JHgkQ0MfYfzhVQJ&__tn__=%2CO%2CP-R,1698852911,"Chúc mừng sinh nhật cung Bọ Cạp 
#bocap
#zodiac
-----
Linh",4941,2215,7828,101,11554,529,21,3,3859
https://www.facebook.com/xalo.zodiac/posts/pfbid0QtNozqzBcffLbcp9XVnXhQtbDfkJ5kHHeM6oMxA2zA32R1sJ9b32EaRHJsFRd4Sul?__cft__[0]=AZWpw0WpJYcl1IGNLHFdtQuIOdjE0zEm8450_RQj8xbQ3cUe8c2BK3AXXxvcUlrH3nquC0twhCSSx3xc1h_ttZ_qt39hr7Tjp6tQjj3nzOegIVZt5Xo64gLYlxYmNfwBHXqhF_8u13Rhmqg9pDGH5y2dY70pBY16FRykEIOgWs5UkWsB4iHIKZYnC30DVsgdHRJX13FFkt6XjzbIcS5QQa5y&__tn__=%2CO%2CP-R,1698841107,"Xin lỗi zì cái não cá vàng nàyyy
#songngu
#zodiac
-----
Mèo con",355,2481,1133,533,32,3,3,1,58
https://www.facebook.com/xalo.zodiac/posts/pfbid036CFDxWw8prik8gamWECNs8ZzA6EiYMuZD7LEyUXbfFFmkuPdMSf5Pb3U6uvVjHbxl?__cft__[0]=AZUMW3q-ec3TVCMIWs2XoguWGtJgtNKxND7L9tU9qvfvUd_IYjc_CAdhCItCJKQXPLYEmrfyIeLEJTYaWi7So0Aam6ImLC3M8aJzezsCA4HrlW81W-CmjCSY1ksg_aELNt5bC4lwg9zXevrc5GzCfG6jZ0l9IakO9LxWHLkPTTIy2ZPiCb6b8PzdhBda2lExaY0Wzen0OoNS772jdZDd5676&__tn__=%2CO%2CP-R,1698766036,"Khảo sát cung hoàng đạo được nhiều người thích nhất trong động này nha =)) (React theo comment bên dưới, hông tự vote bản thân nka cả nhà 
)
#trasuaolong",3251,3313,6037,87,265,40,21,1,258
https://www.facebook.com/xalo.zodiac/posts/pfbid02sUrphLbxKEGM6WJGN3GdGH5XqrvPyTGa1kzVKM97ka6e6SRTdNucyiVDMa4HwJbil?__cft__[0]=AZUzdLSIOIdYZBz-TQoOoxjc_Yo-7a4L2uuaKAC-4ZyZphgqWrb38VfESdkeuUuud1vv-ocjJXFQMNg0q8pvUMb7ouKqM_hHcRW_YmammtnR3ZRUZOkzy4IvstJiIkhNN7KstFkU8e8hEAy8RvWDCGYcy80G6aTkD08DgxoZiegwWknIaXUUxpJe8N_nBwfGX3ii2j4U7BLt5zQukAfm3Gq0poMm7BtNphv0iRTbiejHSg&__tn__=%2CO%2CP-R,1698756525,"Không được đâu, tớ thích cậu ấy lắm
#songngu
#xunu
#zodiac
-----
Thỏ",1420,3023,2012,791,51,6,7,2,109
https://www.facebook.com/xalo.zodiac/posts/pfbid036DLZnYUt7KC5Yi2uoyisZcukmFfy95wFwb8F3qPDqfCeUKMckyazBufXRwBeRvcSl?__cft__[0]=AZV5j7FngJVe8cGcbQlkF2YiBjN0Vefy1JacV4bYdg9T_pOKDsNHTWZADhjtInnju19ynif1x9w3GVg9HREXh_izZhywSUfSuD-IEdmMYLjbj1VlhRkGiCsu3dy2hTOwtP3Yac1N6VoXyEqcKubzQZSLm-FEe5EtiqSjTV05DBVCA76b_9z1xUab4yEos-cWFtz57NCH-LCSkejLYYCzEFqX&__tn__=%2CO%2CP-R,1698741749,"Thiên Bình, Bảo Bình: Em không sống bê tha, cũng không phải là người bê bối, em bia đia.
Cự Giải, Song Ngư: em là người có hiếu, có hiếu với cha mẹ, có hiếu với ông bà, nhưng thi thoảng em cũng có hiếu với trai ",1410,5498,3987,1589,114,25,14,2,217
https://www.facebook.com/xalo.zodiac/posts/pfbid0yc7xzc1strLFFiHbokFzjTc4ua6KcnFZsNFPQ9GJpFC5VSURwjKiYpoLk4pwWhtJl?__cft__[0]=AZUCWLwc6B8GEQURwxoIwjG_it-IICsWrqAUppIesQeCO6Dszqx7UZ118YmfXbxKvRK8ObPUHXfEaAPZnvtq5ZH6_Z897drymQVdih7X8A7ZxdJoEtGoVYpa51yF3Cb0BXRwb3GB6oeRnrRWjv4Cfd4-Wk9Kb0KeldnkohyxngwPnmRdxKAYYsB7aO06NlGoMw7U4vuHLVY7kwrxVZrinqCj&__tn__=%2CO%2CP-R,1698685273,Hoá thân thành người iuuuu của Song Tử tháng 6,3605,3727,4524,1443,344,64,37,18,484
https://www.facebook.com/xalo.zodiac/posts/pfbid021v81hH5M1Bi33qqhroy4aqoVkYJqHQ57NDQm1rjfr5aeKKrTU2XX5m2Fa1ag8xixl?__cft__[0]=AZWoxLX03vdFYPhw1PCiH0fS1457nG7g0q3k2M5spB2rua-qk1tcda0BKp6YNmMNeFodZhkBQWYZvQQN3MctTW0d4OvccYp0E4uETeKwz2kFrnsa-VqU9RAC1rhIC499OA-qVPwfjRb8M8SusH7U8NXoMuYFCaHN0wR2sOelqNdYIPQUsEU9Giz-zVHKFoi7-0_MW1A0bz10-eS_uYWgqqUA&__tn__=%2CO%2CP-R,1698677759,"Halloween 12 cung sẽ hoá trang thành gì 
#zodiac
#xalozodiac
-----
Cá Mập",518,3152,2840,466,94,14,12,0,193
https://www.facebook.com/xalo.zodiac/posts/pfbid0hdujRn7GPXeseeV67oae52BVMqFLkdkBopBowb8DDMgL3sx2eqHYmdnMidGrSuL1l?__cft__[0]=AZUE3p2jG8o2BaO9q8pMGnGysc5qVpw1mwffzObNK0Ng91nkFlItf4Y3IKSqzbQ0l3FPBbfTBnmujGDp3as_sdHVLVEFUkrLUmnuTYaerJoGYiqR9JGaHTeksStvXlx4qnIuo_CYdXkkxDf-5p_B2gdblTwZFWhrJXtO3-Q1C66m7uJE4fv0hGOhAdaYPy5wnLs8GXJZyKuhMu_YMgrwI5JQ&__tn__=%2CO%2CP-R,1698671689,"#zodiac
#xalozodiac
-----
Cỏ",439,2401,1762,491,36,6,4,0,82
https://www.facebook.com/xalo.zodiac/posts/pfbid0EHdgC2aopgB3xHLrTXkRADDU38Utp7DXrhhCG8x51BvreWBjkVrFbtLL5vVE393Al?__cft__[0]=AZVNqmXTndyi4n1eglpj4Y3U3pTOFPeJ6TOyfQ0jrJ7oWl3t9waSY9g9AEw66Nbo_IG_dQnsS7M0tp8dEvREHz_EOy4bHtu_T71H8mihQx_YFeDsh--n_xO2mTV-SzD93qyFxTi76P3QkTrLzsB_AFxQyhTweWbEhUY2YJldAEvaN2gCVhhbu3QZBB6IvziuecHoJOovzf1OuvdCq2Xyfyrj&__tn__=%2CO%2CP-R,1698593319,"Bạn sẽ không bao giờ thấy được vẻ nũng nịu, nhõng nhẽo của cung Đất cho tới khi nó trở thành người iuuu bạn =)))",4500,8347,8865,1971,450,94,83,4,967
https://www.facebook.com/xalo.zodiac/posts/pfbid0zwSa26NKBJsTGCg5LRn469z3i1LpWJx6qa1YggayaMhuUXLue4gFKjJQSg2nCkrkl?__cft__[0]=AZUQxAlaYiDt0zYFAXAoeQHe5UXK7LXuaru4JZdCMnooVjJpDzBsKBwOGxbtAfOKFGuNyhrB2KKrTDfav-4lApSIIoRlsiAnDuCuEt1gEgEpWRQZGhVM2L9FrcE5JhgSRdEE0VvbVyBMVSngBSArf6kypjmnXF38eXwNPVltfvu5ROzWWa41gfNWz8zuq0RBCiaJFb3xS8G_H6TJxFjsor9n&__tn__=%2CO%2CP-R,1698588365,"Thông điệp tuần mới cho 12 cung hoàng đạo 
-----
Nếu bạn có nhu cầu xem Tarot và Bản đồ sao hãy inbox trực tiếp cho Xa Lộ Tarot nha ^^
#tarot
#zodiac
#xalozodiac",653,20,9936,82,6443,145,16,1,3153
https://www.facebook.com/xalo.zodiac/posts/pfbid02qX4YwgtbGtmk8tfDaw3EwSbkuPNNBW7tLLh2UZ1z6qpkL5G2aZ2hk52bvtEsy9Vtl?__cft__[0]=AZVOuF2A36F2zjtKQIDGuo0Sm8EJ6O5Ye7rZ3Ly3RbuowlHxKFdreuwv8z-MLy5TGiiVCzO_iT7RTUvfBMgtjze5b-sZOFlc9YR3iQsI3LPzb6fP-4-9zUJbaOb8D50mJ2Uz0DfHd8JcPPTq-I2rahn_FIG_D3mMet8HF77YEAsHL38Zw2UphR5_0cnY_6kcg6mrtWYQ_07hRkSPWDU2_XYn&__tn__=%2CO%2CP-R,1698580091,"Trong một cuộc set kèo đi chơi:
- Bạch Dương, Sư Tử: ""Ê tụi mày ơi, có chỗ này vui lắm nè, tụi mình đi hong, đi thì triển liền luôn.""
- Thiên Bình, Bọ Cạp, Nhân Mã: ""Đi chứ, tới bến chiến này, có zui là có t.""
- Kim Ngưu, Xử Nữ: ""Đi có mắc hong zị, mắc quá t hỏng đi đâu nghen :<.""
- Song Tử, Ma Kết: ""Khi nào đi zậy, t bận lắm mày ơi, sợ đi hỏng đc.""
- Cự Giải: ""Đợi tao dìa xin má tao nha, tao sợ má hỏng cho đi 
""
- Song Ngư: ""Ủa tụi mày nói gì nãy giờ dọ...""
.
.
.
.
.
.
Đến ngày đi:",2975,7069,5206,2365,70,17,22,9,413
https://www.facebook.com/xalo.zodiac/posts/pfbid02FHWiAz46b13XswrpTbY8uDY5m3nfZp1ieCAMd3M7jZszuWKsa5p2s7MLanJRdzQxl?__cft__[0]=AZWvfRi_zBCeMK5UqOAGuhFUdxzdPvibuhbl3m56GWTbinh079yLMC1STGVlY69ozCwOOHufEOl7u5b_N0pXUCvp8kjeCCZd1vqU1hYWoHX2xo3X7LnpH_qYf7EqKTJu7EhgsYjUO94P93tTZxmDksEj21sbqjp5kTZLK-Dzj8Wus-CBYSSgg6zBsC7jC2-Ar7zfBwi07wIqkLp_kY8enEEB&__tn__=%2CO%2CP-R,1698510379,Cung hoàng đạo nào là liều thuốc chữa lành cho bạn,5985,188,8175,59,3652,140,14,0,645
https://www.facebook.com/xalo.zodiac/posts/pfbid02Sa7r91aK5GTVbBTwVGKQdeBTF6NmUrDGgHnEF2o4s7kVMXU4Z5zqdujUXcN6SRjnl?__cft__[0]=AZXpwZFEQp0bS7yoOH8WckNmgvXcmya9A62NO5Eb5XqS8fXIf-dFgMgd2oyCC6DAz4Ul0T5yyMHTzsUOtqvcpZEijfeCcuKkiSAoO-qUy0Z2iNULzfOOmuRVMsHxjP04q0wlvNEIpAheaj4rI8eV2_4zEnn5_J3uDQQKeRMfSvyIcVokWrHwViXCzHDZ19i0cnzsHeuvCujWZH6J7XwItZOg&__tn__=%2CO%2CP-R,1698503029,"Khoái quá tr khoái r =)))
#thienbinh
#zodiac
-----
Ghét sữa dâu",601,4327,2755,46,876,84,10,0,187
